ville_nom,ville_code_postal,ville_population_2012,ville_longitude_deg,ville_latitude_deg
NOYEN-SUR-SARTHE,72430,2600,-0.1,47.8667
ROEZE-SUR-SARTHE,72210,2600,0.066667,47.9
VIBRAYE,72320,2600,0.733333,48.05
METZ-TESSY,74370,2600,6.1,45.9333
NEUVECELLE,74500,2600,6.6,46.4
BONNE,74380,2600,6.32056,46.1684
DOUDEVILLE,76560,2600,0.8,49.7167
GRUCHET-LE-VALASSE,76210,2600,0.483333,49.55
SAINT-JACQUES-SUR-DARNETAL,76160,2600,1.2,49.4333
GAINNEVILLE,76700,2600,0.25,49.5167
CHAUCONIN-NEUFMONTIERS,77124,2600,2.83917,48.9759
PRINGY,77310,2600,2.56667,48.5167
HERICY,77850,2600,2.76667,48.45
LA CHAPELLE-LA-REINE,77760,2600,2.58333,48.3167
CANNES-ECLUSE,77130,2600,2.98834,48.3645
LA GRANDE-PAROISSE,77130,2600,2.9,48.3833
SOREZE,81540,2600,2.06667,43.45
SEILLANS,83440,2600,6.63333,43.6333
SAINT-SATURNIN-LES-APT,84490,2600,5.38389,43.9442
MAREUIL-SUR-LAY-DISSAIS,85320,2600,0.782223,46.5345
L'HERBERGEMENT,85260,2600,-1.38333,46.9167
L'ILE-D'OLONNE,85340,2600,-1.78333,46.5667
SAINTE-HERMINE,85210,2600,-1.05,46.55
SAINT-FLORENT-DES-BOIS,85310,2600,-1.31667,46.5833
SAINT-PHILBERT-DE-BOUAINE,85660,2600,-1.51667,46.9833
LA CHATAIGNERAIE,85120,2600,-0.733333,46.65
MOUCHAMPS,85640,2600,-1.06667,46.7833
BOUFFERE,85600,2600,-1.35,46.9667
LUSIGNAN,86600,2600,0.116667,46.4333
SAINT-WITZ,95470,2600,2.56667,49.0833
GROSSETO-PRUGNA,20128-20166,2600,8.96362,41.8714
PONT-D'AIN,1160,2500,5.33333,46.05
HURIEL,3380,2500,2.48333,46.3667
PEYRUIS,4310,2500,5.93333,44.0333
GREOUX-LES-BAINS,4800,2500,5.88333,43.75
CHORGES,5230,2500,6.28333,44.55
SAINT-MARTIN-DU-VAR,6670,2500,7.2,43.8167
SAINT-ETIENNE-DE-FONTBELLON,7200,2500,4.38333,44.6
LAMASTRE,7270,2500,4.58333,44.9833
SAINT-JEAN-DE-MUZOLS,7300,2500,4.81667,45.0833
SAINT-AGREVE,7320,2500,4.4,45.0167
MONTHERME,8800,2500,4.73333,49.8833
FLOING,8200,2500,4.93333,49.7167
LA TOUR-DU-CRIEU,9100,2500,1.63333,43.1
PENNAUTIER,11610,2500,2.33333,43.25
MOLLEGES,13940,2500,4.95,43.8
BIEVILLE-BEUVILLE,14112,2500,-0.327222,49.2356
MOUTHIERS-SUR-BOEME,16440,2500,0.116667,45.55
SAINT-GEORGES-DES-COTEAUX,17810,2500,-0.716667,45.7667
MARSILLY,17137,2500,-1.11667,46.2333
ARC-SUR-TILLE,21560,2500,5.18333,47.3333
PLEUBIAN,22610,2500,-3.13333,48.85
PLOUMILLIAU,22300,2500,-3.51667,48.6833
CHAMPCEVINEL,24750,2500,0.733333,45.2167
PORT-SAINTE-FOY-ET-PONCHAPT,33220,2500,0.210278,44.8437
LA FORCE,24130,2500,0.366667,44.8667
EYMET,24500,2500,0.4,44.6667
VIEUX-CHARMONT,25600,2500,6.83333,47.5167
DOUBS,25300,2500,6.35,46.9333
ALLEX,26400,2500,4.91667,44.7667
MOURS-SAINT-EUSEBE,26540,2500,05.05,45.0667
GUICHAINVILLE,27930,2500,1.19167,48.9833
SAINT-GEORGES-SUR-EURE,28190,2500,1.36667,48.4167
CHATEAUNEUF-EN-THYMERAIS,28170,2500,1.25,48.5833
DIRINON,29460,2500,-4.26667,48.4
GOUESNACH,29950,2500,-4.11667,47.9167
CODOGNAN,30920,2500,4.23333,43.7333
RODILHAN,30230,2500,4.43333,43.8333
GALGON,33133,2500,-0.2725,44.9912
SAINTE-HELENE,33480,2500,-0.883333,44.9667
MONTBLANC,34290,2500,3.36667,43.4
THEZAN-LES-BEZIERS,34490,2500,3.16667,43.4167
MONTARNAUD,34570,2500,3.7,43.65
CAUX,34720,2500,3.36667,43.5
MUDAISON,34130,2500,4.03945,43.6464
BOURG-DES-COMPTES,35890,2500,-1.75,47.9333
ETRELLES,35370,2500,-1.18333,48.0667
SAINT-ERBLON,35230,2500,-1.65,48.0167
SAINT-PIERRE-DE-PLESGUEN,35720,2500,-1.91667,48.45
ARTANNES-SUR-INDRE,37260,2500,0.6,47.2667
CHATTE,38160,2500,5.28333,45.15
LANS-EN-VERCORS,38250,2500,5.58333,45.1167
SAINT-JUST-CHALEYSSIN,38540,2500,5,45.5833
SAINT-ETIENNE-DE-CROSSEY,38960,2500,5.63333,45.3667
LABOUHEYRE,40210,2500,-0.916667,44.2167
GRENADE-SUR-L'ADOUR,40270,2500,-0.416667,43.7833
CHAILLES,41120,2500,1.31667,47.55
NOUAN-LE-FUZELIER,41600,2500,2.03628,47.5449
MAISDON-SUR-SEVRE,44690,2500,-1.38333,47.1
BRAINS,44830,2500,-1.71667,47.1667
MOUZILLON,44330,2500,-1.28333,47.15
ROUANS,44640,2500,-1.86667,47.1833
LA BERNERIE-EN-RETZ,44760,2500,-2.03333,47.0833
SAINT-MARS-DE-COUTAIS,44680,2500,-1.73333,47.1167
CORQUILLEROY,45120,2500,2.7,48.05
LOURY,45470,2500,2.08333,48
LAILLY-EN-VAL,45740,2500,1.68333,47.7667
PRAYSSAC,46220,2500,1.18806,44.5039
PENNE-D'AGENAIS,47140,2500,0.833333,44.3833
GESTE,49600,2500,-1.11667,47.1833
SOUCELLES,49140,2500,-0.416667,47.5667
SAINT-LEGER-SOUS-CHOLET,49280,2500,-0.916667,47.1
ANDARD,49800,2500,-0.4,47.45
JUIGNE-SUR-LOIRE,49610,2500,-0.483333,47.4
PIENNES,54490,2500,5.78333,49.3167
LONGLAVILLE,54810,2500,5.78333,49.5333
RICHARDMENIL,54630,2500,6.16667,48.6
VALLEROY,54910,2500,5.91667,49.2
AUDUN-LE-ROMAN,54560,2500,5.88333,49.3667
MALESTROIT,56140,2500,-2.38333,47.8167
LE PALAIS,56360,2500,-3.15,47.35
PLOEMEL,56400,2500,-3.06667,47.65
PEAULE,56130,2500,-2.36667,47.5833
CHATEAU-SALINS,57170,2500,6.5,48.8167
PORCELETTE,57890,2500,6.65,49.15
BERTRANGE,57310,2500,6.18333,49.3
REDING,57444,2500,7.1,48.75
OETING,57600,2500,6.91667,49.1667
NEUFCHEF,57700,2500,6.01667,49.3167
POUGUES-LES-EAUX,58320,2500,3.1,47.0667
GUERIGNY,58130,2500,3.2,47.0833
BUSIGNY,59137,2500,3.46667,50.0333
COUTICHES,59310,2500,3.2,50.45
FRELINGHIEN,59236,2500,2.93333,50.7167
PONT-A-MARCQ,59710,2500,3.11667,50.5167
COUSOLRE,59149,2500,4.15,50.25
NOMAIN,59310,2500,3.25,50.5
AVELIN,59710,2500,3.08333,50.5333
THIANT,59224,2500,3.45,50.3
FAMARS,59300,2500,3.51667,50.3167
HERMES,60370,2500,2.25,49.3667
RANTIGNY,60290,2500,2.43333,49.3333
MAIGNELAY-MONTIGNY,60420,2500,2.52028,49.5523
FITZ-JAMES,60600,2500,2.43333,49.4
SAINT-MAXIMIN,60740,2500,2.45,49.2167
BAGNOLES-DE-L'ORNE,61140,2500,-0.433333,48.5667
HESDIN,62140,2500,2.03333,50.3667
FRUGES,62310,2500,2.13333,50.5167
AIGUEPERSE,63260,2500,3.2,46.0167
BRISCOUS,64240,2500,-1.33333,43.4667
MAUBOURGUET,65700,2500,0.033333,43.4667
BAIXAS,66390,2500,2.81667,42.75
HILSENHEIM,67600,2500,7.56667,48.2833
HUTTENHEIM,67230,2500,7.58333,48.35
LIPSHEIM,67640,2500,7.66667,48.4833
SCHIRMECK,67130,2500,7.21667,48.4833
SAINT-AMARIN,68550,2500,7.01667,47.8833
VOLGELSHEIM,68600,2500,7.54778,48.0156
BALDERSHEIM,68390,2500,7.36667,47.8
MONTAGNY,69700,2500,4.75,45.6167
SEREZIN-DU-RHONE,69360,2500,4.83333,45.6333
GERGY,71590,2500,4.93333,46.8667
LES MARCHES,73800,2500,6,45.4833
PERS-JUSSY,74930,2500,6.28333,46.1167
VILLAZ,74370,2500,6.18333,45.95
ARQUES-LA-BATAILLE,76880,2500,1.13333,49.8833
HOUPPEVILLE,76770,2500,1.08333,49.5167
ISNEAUVILLE,76230,2500,1.15,49.5
SAINT-SAENS,76680,2500,1.28333,49.6667
CHARTRETTES,77590,2500,2.7,48.4833
VULAINES-SUR-SEINE,77870,2500,2.76667,48.4333
ECUELLES,77250,2500,2.81667,48.35
SAINT-VARENT,79330,2500,-0.233333,46.8833
NESLE,80190,2500,2.91667,49.7667
FEUQUIERES-EN-VIMEU,80210,2500,1.6,50.0667
FIGANIERES,83830,2500,6.5,43.5667
ALTHEN-DES-PALUDS,84210,2500,4.95,44
LES CLOUZEAUX,85430,2500,-1.51667,46.6167
LES BROUZILS,85260,2500,-1.31667,46.8833
BREM-SUR-MER,85470,2500,0.168612,46.6048
JARD-SUR-MER,85520,2500,-1.58333,46.4167
LES EPESSES,85590,2500,-0.9,46.8833
NESMY,85310,2500,-1.4,46.5833
CISSE,86170,2500,0.25,46.65
ROUILLE,86480,2500,0.05,46.4167
VALDIVIENNE,86300,2500,0.636944,46.5073
BOISSEUIL,87220,2500,1.31667,45.7667
SAINTE-MARGUERITE,88100,2500,6.97639,48.2692
CHENY,89400,2500,3.53333,47.95
VERT-LE-PETIT,91710,2500,2.36667,48.55
CHAMPLAN,91160,2500,2.26667,48.7
MONTLIGNON,95680,2500,2.28333,49.0167
ASNIERES-SUR-OISE,95270,2500,2.35,49.1333
ANDILLY,95580,2500,2.3,49
ROISSY-EN-FRANCE,95700,2500,2.51667,49
SAINT-ETIENNE-DU-BOIS,1370,2400,5.28333,46.2833
MONTREVEL-EN-BRESSE,1340,2400,5.13333,46.3333
BALAN,1360,2400,5.1,45.8333
SAINT-MAURICE-DE-GOURDANS,1800,2400,5.2,45.8167
POLLIAT,1310,2400,5.13333,46.25
MASSIEUX,1600,2400,4.83333,45.9167
LOYETTES,1360,2400,5.2,45.7667
MARLE,2250,2400,3.76667,49.7333
VILLENEUVE-SAINT-GERMAIN,2200,2400,3.35,49.3833
ATHIES-SOUS-LAON,2840,2400,3.68333,49.5667
VALLON-PONT-D'ARC,7150,2400,4.4,44.4
SAINT-MARCEL-D'ARDECHE,7700,2400,4.61667,44.3167
CHARMES-SUR-RHONE,7800,2400,4.83333,44.8667
DONCHERY,8350,2400,4.86667,49.7
ROCROI,8230,2400,4.51667,49.9167
MOUZON,8210,2400,5.08333,49.6
VENDEUVRE-SUR-BARSE,10140,2400,4.46667,48.2333
AIX-EN-OTHE,10160,2400,3.73333,48.2167
SALLELES-D'AUDE,11590,2400,2.95,43.2667
SEVERAC-LE-CHATEAU,12150,2400,3.06667,44.3167
CHARLEVAL,13350,2400,5.25,43.7167
ALLEINS,13980,2400,5.16667,43.7
SAINT-GERMAIN-LA-BLANCHE-HERBE,14280,2400,-0.4,49.1833
BERNIERES-SUR-MER,14990,2400,-0.416667,49.3333
ORBEC,14290,2400,0.406667,49.0217
SAINT-MARTIN-DE-FONTENAY,14320,2400,-0.366667,49.1167
PUYMOYEN,16400,2400,0.183333,45.6167
CHERVES-RICHEMONT,16370,2400,-0.353056,45.7434
SAINT-SAVINIEN,17350,2400,-0.683333,45.8833
SAINT-AGNANT,17620,2400,-0.966667,45.8667
DONZENAC,19270,2400,1.53333,45.2333
SEURRE,21250,2400,5.15,47
CALLAC,22160,2400,-3.42667,48.405
TREGASTEL,22730,2400,2.48639,48.817
PLOUAGAT,22170,2400,-3,48.5333
TRELIVAN,22100,2400,-2.11667,48.4333
PLENEE-JUGON,22640,2400,-2.4,48.3667
GRACES,22200,2400,-3.18333,48.5667
RAZAC-SUR-L'ISLE,24430,2400,0.616667,45.1667
AVANNE-AVENEY,25720,2400,5.96417,47.2023
CHARQUEMONT,25140,2400,6.81667,47.2167
PEYRINS,26380,2400,05.05,45.0833
RUGLES,27250,2400,0.7,48.8167
PLOUNEVEZ-LOCHRIST,29430,2400,-4.21667,48.6167
PLOUENAN,29420,2400,-4,48.6333
AUBAIS,30250,2400,4.15,43.75
LE CAILAR,30740,2400,4.23333,43.6667
REMOULINS,30210,2400,4.56667,43.9333
AUBORD,30620,2400,4.31667,43.75
BAGARD,30140,2400,4.06667,44.0833
CARAMAN,31460,2400,1.76667,43.5333
RIEUX-VOLVESTRE,31310,2400,1.2,43.25
LAGARDELLE-SUR-LEZE,31870,2400,1.38333,43.4167
NAILLOUX,31560,2400,1.63333,43.3667
BRAX,31490,2400,1.25,43.6167
LESPINASSE,31150,2400,1.38333,43.7167
PAVIE,32550,2400,0.6,43.6167
CADILLAC,33410,2400,-0.316667,44.6333
LE PORGE,33680,2400,-1.091,44.8667
SUSSARGUES,34160,2400,4,43.7
COLOMBIERS,34440,2400,3.13333,43.3167
SAINT-COULOMB,35350,2400,-1.9,48.6833
VAL-D'IZE,35450,2400,-1.3,48.1833
SAINT-BRANCHS,37320,2400,0.766667,47.2333
ATHEE-SUR-CHER,37270,2400,0.916667,47.3167
SAINT-ANDRE-LE-GAZ,38490,2400,5.53333,45.55
VALENCIN,38540,2400,5.01667,45.6167
PONTONX-SUR-L'ADOUR,40465,2400,-0.933333,43.7833
SAINT-CYPRIEN,42160,2400,4.23333,45.5333
CORCOUE-SUR-LOGNE,44650,2400,0.423057,46.9656
AVESSAC,44460,2400,-1.98333,47.65
CHAUVE,44320,2400,-1.98333,47.15
SAINTE-ANNE-SUR-BRIVET,44160,2400,1.99667,47.4598
BESNE,44160,2400,-2.08333,47.4
SAINT-MARS-LA-JAILLE,44540,2400,-1.18333,47.5167
COULLONS,45720,2400,2.5,47.6167
CHEVILLY,45520,2400,1.88333,48.0333
DONNERY,45450,2400,2.1,47.9167
CLAIRAC,47320,2400,0.383333,44.35
CASSENEUIL,47440,2400,0.616667,44.45
PELLOUAILLES-LES-VIGNES,49112,2400,-0.433333,47.5333
SAINT-LAMBERT-LA-POTHERIE,49070,2400,-0.683333,47.4833
SAINT-MATHURIN-SUR-LOIRE,49250,2400,-0.318889,47.4131
VILLEDIEU-LA-BLOUERE,49450,2400,-1.06667,47.15
LIRE,49530,2400,-1.16667,47.35
PERIERS,50190,2400,-1.41667,49.1833
DUCEY,50220,2400,-1.3,48.6167
TORIGNI-SUR-VIRE,50160,2400,-0.983333,49.0333
LASSAY-LES-CHATEAUX,53110,2400,-0.496111,48.4375
HOUDEMONT,54180,2400,6.18333,48.65
FLEVILLE-DEVANT-NANCY,54710,2400,6.21667,48.6333
GORCY,54730,2400,5.68473,49.5348
SAULNES,54650,2400,5.81667,49.5333
CONFLANS-EN-JARNISY,54800,2400,5.85,49.1667
GUEGON,56120,2400,-2.56667,47.9333
PLOUGOUMELEN,56400,2400,-2.93333,47.65
PLUMELIN,56500,2400,-2.88333,47.8667
MONTOIS-LA-MONTAGNE,57860,2400,6.01667,49.2167
THEDING,57450,2400,6.9,49.1333
PROUVY,59121,2400,3.45,50.3167
HAULCHIN,59121,2400,3.43333,50.3167
ARMBOUTS-CAPPEL,59380,2400,2.35,50.9833
LANDAS,59310,2400,3.3,50.4833
RAILLENCOURT-SAINTE-OLLE,59554,2400,3.16834,50.1917
LOMPRET,59840,2400,3,50.6667
SAINGHIN-EN-MELANTOIS,59262,2400,3.16667,50.5833
BACHANT,59138,2400,3.86667,50.2167
BREUIL-LE-SEC,60600,2400,2.45,49.3833
SOUCHEZ,62153,2400,2.75,50.3833
BOUVIGNY-BOYEFFLES,62172,2400,2.66667,50.4167
LOCON,62400,2400,2.66667,50.5667
RICHEBOURG,62136,2400,2.73945,50.5792
VENDIN-LES-BETHUNE,62232,2400,2.61667,50.5333
MAROEUIL,62161,2400,2.7,50.3167
SARE,64310,2400,-1.58333,43.3167
BASSUSSARRY,64200,2400,-1.5,43.45
SAINT-HIPPOLYTE,66510,2400,2.96667,42.7833
SAINT-NAZAIRE,66570,2400,2.99195,42.6675
SAINT-FELIU-D'AVALL,66170,2400,2.73333,42.6833
BOERSCH,67530,2400,7.43333,48.4833
DORLISHEIM,67120,2400,7.48333,48.5333
KILSTETT,67840,2400,7.85,48.6833
HESINGUE,68220,2400,7.51667,47.5833
RUELISHEIM,68270,2400,7.36667,47.8333
CAILLOUX-SUR-FONTAINES,69270,2400,4.86667,45.85
THIZY,69240,2400,4.31667,46.0333
TOUSSIEU,69780,2400,4.98333,45.65
PONTCHARRA-SUR-TURDINE,69490,2400,4.48333,45.8667
CRISSEY,71530,2400,4.88333,46.8167
CIRY-LE-NOBLE,71420,2400,4.3,46.6
EPINAC,71360,2400,4.51389,46.9914
LA MILESSE,72650,2400,0.133333,48.0667
SILLE-LE-GUILLAUME,72140,2400,-0.133333,48.2
BESSE-SUR-BRAYE,72310,2400,0.75,47.8333
SAINT-MARS-LA-BRIERE,72470,2400,0.383333,48.0333
AUMALE,76390,2400,1.75,49.7667
FAREMOUTIERS,77515,2400,3,48.8
MORAINVILLIERS,78630,2400,1.93333,48.9333
GAMBAIS,78950,2400,1.66667,48.7667
GARANCIERES,78890,2400,1.75,48.8167
FLINS-SUR-SEINE,78410,2400,1.86667,48.9667
COURLAY,79440,2400,-0.566667,46.7833
COULONGES-SUR-L'AUTIZE,79160,2400,-0.6,46.4833
SALEUX,80480,2400,2.25,49.8667
POIX-DE-PICARDIE,80290,2400,1.98417,49.7759
ARTHES,81160,2400,2.2,43.95
NEOULES,83136,2400,6.01667,43.3
SOLLIES-VILLE,83210,2400,6.03333,43.1833
BELGENTIER,83210,2400,6,43.25
SERIGNAN-DU-COMTAT,84830,2400,4.85,44.1833
LA FLOCELLIERE,85700,2400,-0.866667,46.8333
LA MOTHE-ACHARD,85150,2400,-1.66667,46.6167
SCORBE-CLAIRVAUX,86140,2400,0.416667,46.8167
LENCLOITRE,86140,2400,0.333333,46.8167
LUSSAC-LES-CHATEAUX,86320,2400,0.716667,46.4
SMARVES,86240,2400,0.35,46.5167
NEXON,87800,2400,1.18333,45.6833
SAINT-JUST-LE-MARTEL,87590,2400,1.38333,45.8667
LIFFOL-LE-GRAND,88350,2400,5.58333,48.3167
SAULCY-SUR-MEURTHE,88580,2400,6.96667,48.2333
ETIVAL-CLAIREFONTAINE,88480,2400,6.88333,48.3667
SAINT-JULIEN-DU-SAULT,89330,2400,3.3,48.0333
CHABLIS,89800,2400,3.8,47.8167
VARENNES-JARCY,91480,2400,2.55972,48.6781
VERT-LE-GRAND,91810,2400,2.36667,48.5667
SAINT-MARTIN-DU-TERTRE,95270,2400,2.35,49.1
BERNES-SUR-OISE,95340,2400,2.3,49.1667
NEYRON,1700,2300,4.93223,45.8148
AMBRONAY,1500,2300,5.35,46
SAINT-GOBAIN,2410,2300,3.38333,49.6
LA FERTE-MILON,2460,2300,3.11667,49.1667
GUILLESTRE,5600,2300,6.65,44.6667
L'ARGENTIERE-LA-BESSEE,5120,2300,6.55,44.7833
PEILLE,6440,2300,7.4,43.8
L'ESCARENE,6440,2300,7.35,43.8333
CORNAS,7130,2300,4.85,44.9667
LEZAT-SUR-LEZE,9210,2300,1.35,43.2833
SAINT-GERMAIN,10120,2300,4.03333,48.25
VINASSAN,11110,2300,3.06667,43.2
CONQUES-SUR-ORBIEL,11600,2300,2.40167,43.27
SAINTES-MARIES-DE-LA-MER,13460,2300,4.425,43.45
LIVAROT,14140,2300,0.15,49.0167
BRETTEVILLE-L'ORGUEILLEUSE,14740,2300,-0.513889,49.2114
SAINT-CONTEST,14280,2300,-0.4,49.2167
NERSAC,16440,2300,0.05,45.6333
LE BOIS-PLAGE-EN-RE,17580,2300,-1.38333,46.1833
SAINT-JEAN-DE-LIVERSAY,17170,2300,-0.883333,46.2667
CHARRON,17230,2300,-1.1,46.2833
RIVEDOUX-PLAGE,17940,2300,-1.26667,46.1667
LA JARNE,17220,2300,-1.06667,46.1167
MEREAU,18120,2300,02.05,47.1667
NAVES,19460,2300,1.76667,45.3167
LUBERSAC,19210,2300,1.4,45.45
SENNECEY-LES-DIJON,21800,2300,5.1,47.2833
SELONGEY,21260,2300,5.16667,47.5833
CAULNES,22350,2300,-2.15,48.2833
BOURBRIAC,22720,2300,-3.18333,48.4833
SAINT-BRANDAN,22800,2300,-2.86667,48.3833
TADEN,22100,2300,-2.01667,48.4833
LAMONZIE-SAINT-MARTIN,24680,2300,0.383333,44.85
ECOLE-VALENTIN,25480,2300,5.98473,47.2723
BUIS-LES-BARONNIES,26170,2300,5.26667,44.2667
ALIXAN,26300,2300,5.03333,44.9667
AOUSTE-SUR-SYE,26400,2300,05.05,44.7167
CHATEAUNEUF-DU-RHONE,26780,2300,4.71667,44.4833
LA BONNEVILLE-SUR-ITON,27190,2300,1.03583,48.9928
KERLOUAN,29890,2300,-4.36667,48.65
TREFFIAGAT,29730,2300,-4.26667,47.8167
SANTEC,29250,2300,-4.03333,48.7
AUDIERNE,29770,2300,-4.53333,48.0167
BOISSET-ET-GAUJAC,30140,2300,4,44.05
SAINT-LAURENT-DES-ARBRES,30126,2300,4.7,44.05
AYGUESVIVES,31450,2300,1.6,43.4333
SAMATAN,32130,2300,0.933333,43.5
MARTILLAC,33650,2300,-0.516667,44.7
YVRAC,33370,2300,-0.466667,44.8833
SAINT-MEDARD-DE-GUIZIERES,33230,2300,-0.05,45.0167
PORTETS,33640,2300,-0.416667,44.7
LARUSCADE,33620,2300,-0.333333,45.1167
SAINT-THIBERY,34630,2300,3.41667,43.4
LAMALOU-LES-BAINS,34240,2300,3.06667,43.6
SAINT-LUNAIRE,35800,2300,-2.11667,48.6333
TALENSAC,35160,2300,-1.93333,48.1
LA RICHARDAIS,35780,2300,-2.03333,48.6
SENS-DE-BRETAGNE,35490,2300,-1.55,48.3333
GRAND-FOUGERAY,35390,2300,-1.73333,47.7167
PARCAY-MESLAY,37210,2300,0.75,47.4333
LARCAY,37270,2300,0.783333,47.3667
LA TERRASSE,38660,2300,5.93333,45.3333
CHANAS,38150,2300,4.81667,45.3
NIVOLAS-VERMELLE,38300,2300,5.3,45.55
LUZINAY,38200,2300,4.95,45.5833
BIVIERS,38330,2300,5.8,45.2333
AOSTE,38490,2300,5.6,45.5833
BRIE-ET-ANGONNES,38320,2300,5.8,45.1167
VAULX-MILIEU,38090,2300,5.18333,45.6167
SAINT-GEOIRE-EN-VALDAINE,38620,2300,5.63333,45.45
MOIRANS-EN-MONTAGNE,39260,2300,5.73333,46.4333
SAINT-AMOUR,39160,2300,5.35,46.4333
VILLENEUVE-DE-MARSAN,40190,2300,-0.3,43.9
RION-DES-LANDES,40370,2300,-0.916667,43.9333
SAINT-GEORGES-SUR-CHER,41400,2300,1.13333,47.3167
PRUNIERS-EN-SOLOGNE,41200,2300,1.67111,47.3228
CELLETTES,41120,2300,1.38333,47.5333
SAINT-PAULIEN,43350,2300,3.81667,45.1333
SAINT-MAURICE-DE-LIGNON,43200,2300,4.15,45.2167
SAINT-FERREOL-D'AUROURE,43330,2300,4.25,45.35
PIRIAC-SUR-MER,44420,2300,-2.55,47.3833
LA PLANCHE,44140,2300,-1.43333,47.0167
SAINT-HERBLON,44150,2300,-1.1,47.4167
ROUGE,44660,2300,-1.45,47.7833
CHATEAU-RENARD,45220,2300,2.93333,47.9333
CEPOY,45120,2300,2.73333,48.05
POILLY-LEZ-GIEN,45500,2300,2.6,47.6833
LAVARDAC,47230,2300,0.3,44.1833
MONFLANQUIN,47150,2300,0.766667,44.5333
CASTELCULIER,47240,2300,0.716667,44.1833
CHAMPTOCEAUX,49270,2300,-1.26667,47.3333
VIVY,49680,2300,-0.066667,47.3333
LA POSSONNIERE,49170,2300,-0.683333,47.3833
LE PLESSIS-GRAMMOIRE,49124,2300,-0.433333,47.5
LES ROSIERS-SUR-LOIRE,49350,2300,-0.225278,47.3514
BARNEVILLE-CARTERET,50270,2300,0.247223,49.3812
MUIZON,51140,2300,3.88333,49.2667
FERE-CHAMPENOISE,51230,2300,3.98333,48.75
TAISSY,51500,2300,4.1,49.2167
BOURBONNE-LES-BAINS,52400,2300,5.75,47.95
ANDOUILLE,53240,2300,-0.783333,48.1833
COSNES-ET-ROMAIN,54400,2300,5.71667,49.5167
FAINS-VEEL,55000,2300,5.12612,48.7903
MONTMEDY,55600,2300,5.36667,49.5167
LA GACILLY,56200,2300,-2.15,47.7667
GUISCRIFF,56560,2300,-3.65,48.05
SAINTE-ANNE-D'AURAY,56400,2300,1.04611,47.7037
BREHAN,56580,2300,1.31278,48.0609
BUBRY,56310,2300,-3.16667,47.9667
NOYAL-MUZILLAC,56190,2300,-2.45,47.5833
GROIX,56590,2300,-3.46667,47.6333
BOULANGE,57113,2300,5.95,49.3833
AUMETZ,57710,2300,5.93333,49.4167
AUGNY,57176,2300,6.11667,49.0667
ATTICHES,59551,2300,03.05,50.5167
LEVAL,59620,2300,3.83333,50.1833
CASSEL,59670,2300,2.48333,50.8
VIEUX-BERQUIN,59232,2300,2.63333,50.7
MERIGNIES,59710,2300,3.11667,50.5
VERLINGHEM,59237,2300,3,50.6833
RECQUIGNIES,59245,2300,04.05,50.2833
CAUFFRY,60290,2300,2.45,49.3167
JAUX,60880,2300,2.76667,49.3833
LONGUEIL-ANNEL,60150,2300,2.86667,49.4667
LE MESNIL-EN-THELLE,60530,2300,2.28333,49.1833
GONNEHEM,62920,2300,2.56667,50.5667
RACQUINGHEM,62120,2300,2.36667,50.7
COQUELLES,62231,2300,1.8,50.9333
ANNEQUIN,62149,2300,2.71667,50.5
MONTREUIL,62170,2300,1.76417,50.4644
VERTON,62180,2300,1.65,50.4
ENNEZAT,63720,2300,3.21667,45.9
BORDES,64510,2300,-0.283333,43.2333
ARUDY,64260,2300,-0.433333,43.1167
OSSUN,65380,2300,-0.033333,43.1833
GEUDERTHEIM,67170,2300,7.75,48.7167
ILLFURTH,68720,2300,7.26667,47.6667
SOULTZMATT,68570,2300,7.23333,47.9667
BIESHEIM,68600,2300,7.55,48.0333
FESSENHEIM,68740,2300,7.53333,47.9167
DANNEMARIE,68210,2300,7.13333,47.6333
SAINT-PIERRE-LA-PALUD,69210,2300,4.61667,45.7833
COLOMBIER-SAUGNIEU,69124,2300,5.1116,45.7124
LOZANNE,69380,2300,4.68333,45.8667
LOIRE-SUR-RHONE,69700,2300,4.80612,45.5606
VAIVRE-ET-MONTOILLE,70000,2300,6.1,47.6333
BRANGES,71500,2300,5.18333,46.6333
VARENNES-LE-GRAND,71240,2300,4.88333,46.7167
SAINT-SATURNIN,72650,2300,0.15,48.05
NEUVILLE-SUR-SARTHE,72190,2300,0.2,48.0667
SEEZ,73700,2300,6.8,45.6167
DRUMETTAZ-CLARAFOND,73420,2300,5.91667,45.6667
SAINT-MARTIN-BELLEVUE,74370,2300,6.13333,45.95
SAMOENS,74340,2300,6.73333,46.0833
CAUDEBEC-EN-CAUX,76490,2300,0.733333,49.5333
YERVILLE,76760,2300,0.9,49.6667
TOURVILLE-LA-RIVIERE,76410,2300,1.1,49.3333
CRIQUETOT-L'ESNEVAL,76280,2300,0.266667,49.65
BRAY-SUR-SEINE,77480,2300,3.23333,48.4167
EVRY-GREGY-SUR-YERRE,77166,2300,2.63472,48.6553
LONGPERRIER,77230,2300,2.66667,49.05
GRISY-SUISNES,77166,2300,2.66667,48.6833
SAMOREAU,77210,2300,2.75,48.4167
ORGERUS,78910,2300,1.7,48.8333
LA FORET-SUR-SEVRE,79380,2300,-0.65,46.7667
FRESSENNEVILLE,80390,2300,1.56667,50.0667
VIGNACOURT,80650,2300,2.2,50.0167
LE CROTOY,80550,2300,1.61667,50.2167
RAMATUELLE,83350,2300,6.61667,43.2167
